Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
2799,33257.57523,11/07/2015 05:21:18,218.1704045,7,1,-2.500916004,3.708977461,2.006945987,0.447343436,7.729871788,1.766711422,-0.0219841,0,0,0,0
2800,33258.57524,11/07/2015 05:21:19,219.1704164,7,1,-2.075400352,3.737307549,2.006945987,0.448022516,7.729871788,1.769231815,-0.009777879,0,0,0,0
2801,33259.59084,11/07/2015 05:21:20,220.1860168,7,1,-2.349204063,3.71755743,2.006945987,0.448618851,7.729871788,1.771458682,-0.013468886,0,0,0,0
2802,33260.60615,11/07/2015 05:21:21,221.2013281,7,1,-2.633121967,3.69618845,2.006945987,0.449281861,7.729871788,1.773921107,-0.00764103,0,0,0,0
2803,33261.60645,11/07/2015 05:21:22,222.2016244,7,1,-2.191532135,3.725651741,2.006945987,0.450005579,7.729871788,1.776598439,0.002428293,0,0,0,0
2804,33262.62209,11/07/2015 05:21:23,223.217267,7,1,-2.470934868,3.70557785,2.006945987,0.450637414,7.729871788,1.778950122,-0.000485659,0,0,0,0
2805,33263.6377,11/07/2015 05:21:25,224.232875,7,1,-3.017277718,3.665430307,2.006945987,0.451365386,7.729871788,1.78164071,-0.014343071,0,0,0,0
2806,33264.65332,11/07/2015 05:21:26,225.2484975,7,1,-3.999611616,3.593552828,2.006945987,0.452272054,7.729871788,1.784947505,-0.024671411,0,0,0,0
2807,33265.66892,11/07/2015 05:21:27,226.2640962,7,1,-3.959335804,3.592581511,2.006945987,0.453398021,7.729871788,1.788991987,-0.020494748,0,0,0,0
2808,33266.66896,11/07/2015 05:21:28,227.2641402,7,1,-2.773816586,3.674657583,2.006945987,0.45442331,7.729871788,1.792688882,-0.010198832,0,0,0,0
2809,33267.68456,11/07/2015 05:21:29,228.2797385,7,1,-2.283643007,3.709625006,2.006945987,0.455173018,7.729871788,1.795449213,0.000971317,0,0,0,0
2810,33268.70016,11/07/2015 05:21:30,229.295334,7,1,-1.756805658,3.747668266,2.006945987,0.455781849,7.729871788,1.79771235,0.01670661,0,0,0,0
2811,33269.71576,11/07/2015 05:21:31,230.3109347,7,1,-1.240624309,3.785387516,2.006945987,0.456240483,7.729871788,1.799434636,0.03894968,0,0,0,0
2812,33270.71581,11/07/2015 05:21:32,231.3109881,7,1,-0.749005914,3.822135687,2.006945987,0.456548821,7.729871788,1.800604012,0.046266936,0,0,0,0
2813,33271.73139,11/07/2015 05:21:33,232.3265687,7,1,-1.473610282,3.772274733,2.006945987,0.456818309,7.729871788,1.801628304,0.019523431,0,0,0,0
2814,33272.73142,11/07/2015 05:21:34,233.3265949,7,1,-1.99502933,3.734879255,2.006945987,0.457267218,7.729871788,1.803316089,0.004953718,0,0,0,0
2815,33273.74699,11/07/2015 05:21:35,234.3421695,7,1,-2.303690672,3.711729527,2.006945987,0.45785477,7.729871788,1.805506192,-0.007317257,0,0,0,0
2816,33274.76263,11/07/2015 05:21:36,235.3578037,7,1,-2.597361326,3.689713001,2.006945987,0.458530198,7.729871788,1.8080082,-0.019361544,0,0,0,0
2817,33275.76264,11/07/2015 05:21:37,236.3578127,7,1,-2.070523977,3.725813627,2.006945987,0.459206018,7.729871788,1.810507968,-0.019523431,0,0,0,0
2818,33276.77823,11/07/2015 05:21:38,237.373406,7,1,-2.653350115,3.683885098,2.006945987,0.459841967,7.729871788,1.812867687,-0.017645549,0,0,0,0
2819,33277.77829,11/07/2015 05:21:39,238.3734673,7,1,-2.116398811,3.720957041,2.006945987,0.460531231,7.729871788,1.815413605,-0.002654934,0,0,0,0
2820,33278.79382,11/07/2015 05:21:40,239.3890001,7,1,-2.433729172,3.697969198,2.006945987,0.46115937,7.729871788,1.817745483,-0.002622557,0,0,0,0
2821,33279.79392,11/07/2015 05:21:41,240.3890915,7,1,-1.888469815,3.736012459,2.006945987,0.461783714,7.729871788,1.820061074,0.009421778,0,0,0,0
2822,33280.80952,11/07/2015 05:21:42,241.4047005,7,1,-1.625322104,3.755114794,2.006945987,0.462290811,7.729871788,1.821958707,0.005827856,0,0,0,0
2823,33281.82509,11/07/2015 05:21:43,242.4202629,7,1,-1.144178987,3.790082216,2.006945987,0.462700264,7.729871788,1.823500419,0.021368932,0,0,0,0
2824,33282.84068,11/07/2015 05:21:44,243.4358541,7,1,-1.610150933,3.758028746,2.006945987,0.463072566,7.729871788,1.824906159,0.007414341,0,0,0,0
2825,33283.8407,11/07/2015 05:21:45,244.4358781,7,1,-1.610150933,3.757866859,2.006945987,0.463519806,7.729871788,1.826586883,0.012076664,0,0,0,0
2826,33284.84077,11/07/2015 05:21:46,245.4359495,7,1,-1.610150933,3.757866859,2.006945987,0.46396705,7.729871788,1.828267594,0.004273748,0,0,0,0
2827,33285.85631,11/07/2015 05:21:47,246.4514902,7,1,-1.609970331,3.757866859,2.006945987,0.464421226,7.729871788,1.829974334,0.000453281,0,0,0,0
2828,33286.87192,11/07/2015 05:21:48,247.467094,7,1,-1.609970331,3.757704973,2.006945987,0.464875428,7.729871788,1.831681158,-0.000194263,0,0,0,0
2829,33287.88755,11/07/2015 05:21:49,248.4827264,7,1,-1.341584921,3.777131319,2.006945987,0.465296441,7.729871788,1.833266404,0.003820515,0,0,0,0
2830,33288.90314,11/07/2015 05:21:50,249.4983109,7,1,-0.840574801,3.813555717,2.006945987,0.465612964,7.729871788,1.83446571,0.011105394,0,0,0,0
2831,33289.90315,11/07/2015 05:21:51,250.498323,7,1,-0.825584233,3.815660238,2.006945987,0.465844577,7.729871788,1.835349215,0.011591053,0,0,0,0
2832,33290.90317,11/07/2015 05:21:52,251.4983457,7,1,0.156930223,3.887051821,2.006965728,0.465967834,7.729948503,1.835819616,0.02586937,0,0,0,0
2833,33291.91886,11/07/2015 05:21:53,252.5140377,7,1,-0.217653424,3.862768888,2.006988873,0.465996281,7.730038483,1.835929498,0.021012783,0,0,0,0
2834,33292.93438,11/07/2015 05:21:54,253.5295531,7,1,-0.465810567,3.846418381,2.006988873,0.466090497,7.730038483,1.836292438,0.013857412,0,0,0,0
2835,33293.95,11/07/2015 05:21:55,254.5451775,7,1,-0.977657259,3.810479879,2.006988873,0.466291833,7.730038483,1.837062123,-0.000679922,0,0,0,0
2836,33294.96508,11/07/2015 05:21:56,255.5602585,7,1,-0.698977172,3.830068111,2.006988873,0.466448819,7.730038483,1.837660724,0.002881575,0,0,0,0
2837,33295.96557,11/07/2015 05:21:57,256.5607437,7,1,-1.159530759,3.797690868,2.006988873,0.466788771,7.730038483,1.838957444,-0.017816838,0,0,0,0
2838,33296.96562,11/07/2015 05:21:58,257.5607913,7,1,-2.20272994,3.722737789,2.006988873,0.467264777,7.730038483,1.840741273,-0.028070975,0,0,0,0
2839,33297.98119,11/07/2015 05:21:59,258.576364,7,1,-1.685826182,3.757381201,2.006988873,0.467807633,7.730038483,1.84277094,-0.017807435,0,0,0,0
2840,33298.9812,11/07/2015 05:22:00,259.576373,7,1,-1.691063881,3.756409883,2.006988873,0.468276697,7.730038483,1.844533178,-0.010813999,0,0,0,0
2841,33299.99651,11/07/2015 05:22:01,260.591684,7,1,-1.437669039,3.774217367,2.006988873,0.468707994,7.730038483,1.846157106,-0.004888964,0,0,0,0
2842,33301.01248,11/07/2015 05:22:02,261.6076582,7,1,-0.703492403,3.826668501,2.006988873,0.469003574,7.730038483,1.847278463,0.020332862,0,0,0,0
2843,33302.0125,11/07/2015 05:22:03,262.6076734,7,1,-0.420297027,3.848199129,2.006988873,0.469153526,7.730038483,1.847853737,0.018228341,0,0,0,0
2844,33303.02765,11/07/2015 05:22:04,263.6228254,7,1,-0.414698154,3.849979877,2.006988873,0.469269427,7.730038483,1.848299853,0.018649245,0,0,0,0
2845,33304.04368,11/07/2015 05:22:05,264.6388593,7,1,-0.394831121,3.852408171,2.006988873,0.469384886,7.730038483,1.848744521,0.015702914,0,0,0,0
2846,33305.05933,11/07/2015 05:22:06,265.6545048,7,1,-0.106217496,3.874100924,2.006988873,0.469446174,7.730038483,1.848981042,0.009713125,0,0,0,0
2847,33306.0749,11/07/2015 05:22:07,266.6700725,7,1,-2.075942278,3.733584166,2.006988873,0.469826605,7.730038483,1.850404135,-0.022696352,0,0,0,0
2848,33307.07492,11/07/2015 05:22:08,267.6700926,7,1,-0.364669383,3.854350805,2.006988873,0.470098751,7.730038483,1.851428324,0.001036072,0,0,0,0
2849,33308.09057,11/07/2015 05:22:09,268.6857451,7,1,-1.068142533,3.805461407,2.006988873,0.470329903,7.730038483,1.852309835,-0.009259844,0,0,0,0
2850,33309.10617,11/07/2015 05:22:10,269.7013424,7,1,-0.870736539,3.819383621,2.006988873,0.470594437,7.730038483,1.853318693,-0.01071682,0,0,0,0
2851,33310.12176,11/07/2015 05:22:11,270.7169327,7,1,-0.855565369,3.820354939,2.006988873,0.47083716,7.730038483,1.854245907,0.0165771,0,0,0,0
2852,33311.13737,11/07/2015 05:22:12,271.7325472,7,1,-1.534656286,3.771465302,2.006988873,0.471211106,7.730038483,1.855660192,-0.016156197,0,0,0,0
2853,33312.13739,11/07/2015 05:22:13,272.732565,7,1,-1.114017248,3.800766706,2.006988873,0.471555222,7.730038483,1.856964411,-0.001003694,0,0,0,0
2854,33313.15279,11/07/2015 05:22:14,273.7479676,7,1,-3.999611616,3.592257738,2.006988873,0.47244535,7.730038483,1.860184951,-0.045328043,0,0,0,0
2855,33314.1528,11/07/2015 05:22:15,274.7479775,7,1,0.212377265,3.891098976,2.007030347,0.472757156,7.730199769,1.861307189,0.014148807,0,0,0,0
2856,33315.1682,11/07/2015 05:22:16,275.7633752,7,1,-3.999611616,3.590153456,2.007046031,0.473571585,7.730260811,1.864236244,-0.036553763,0,0,0,0
2857,33316.16858,11/07/2015 05:22:17,276.7637573,7,1,-1.397212625,3.773084164,2.007046031,0.474152156,7.730260811,1.866373232,-0.005536509,0,0,0,0
2858,33317.16862,11/07/2015 05:22:18,277.7637943,7,1,-2.718549967,3.67821908,2.007046031,0.47481272,7.730260811,1.868813281,0.01612382,0,0,0,0
2859,33318.1843,11/07/2015 05:22:19,278.7794772,7,1,-3.999431133,3.583354235,2.007046031,0.475846642,7.730260811,1.872539059,-0.060771894,0,0,0,0
2860,33319.18436,11/07/2015 05:22:20,279.7795377,7,1,-2.850394964,3.662678242,2.007046031,0.476718315,7.730260811,1.875709825,0.013339425,0,0,0,0
2861,33320.19983,11/07/2015 05:22:21,280.7950079,7,1,-2.060770988,3.718528748,2.007046031,0.477354378,7.730260811,1.87806393,-0.010652065,0,0,0,0
2862,33321.21543,11/07/2015 05:22:22,281.810604,7,1,-2.642694235,3.676276445,2.007046031,0.478062066,7.730260811,1.880671656,-0.000744677,0,0,0,0
2863,33322.23103,11/07/2015 05:22:23,282.8262069,7,1,-1.574751496,3.752039194,2.007046031,0.478571212,7.730260811,1.882569802,0.033121824,0,0,0,0
2864,33323.24683,11/07/2015 05:22:24,283.8420043,7,1,-1.093788981,3.787492037,2.007046031,0.478906973,7.730260811,1.883838239,0.024898004,0,0,0,0
2865,33324.26235,11/07/2015 05:22:25,284.8575291,7,1,0.010094876,3.868596792,2.00704832,0.478966253,7.730269662,1.884062856,0.030045986,0,0,0,0
2866,33325.27792,11/07/2015 05:22:26,285.8730914,7,1,0.171920791,3.882842779,2.007089127,0.478966253,7.730428049,1.884062856,0.041151382,0,0,0,0
2867,33326.29354,11/07/2015 05:22:27,286.8887126,7,1,0.47624743,3.907125711,2.007210263,0.478966253,7.730900988,1.884062856,0.031114435,0,0,0,0
2868,33327.29355,11/07/2015 05:22:28,287.8887263,7,1,0.795203388,3.932541609,2.007418639,0.478966253,7.731719679,1.884062856,0.0291718,0,0,0,0
2869,33328.30903,11/07/2015 05:22:29,288.9042094,7,1,0.662997425,3.925742388,2.00761082,0.478966253,7.732474157,1.884062856,0.011817646,0,0,0,0
2870,33329.3248,11/07/2015 05:22:30,289.9199797,7,1,-1.286137938,3.786358833,2.007630992,0.479281533,7.732553346,1.885257231,-0.018973017,0,0,0,0
2871,33330.34038,11/07/2015 05:22:31,290.935553,7,1,-1.285957336,3.785063744,2.007630992,0.479644322,7.732553346,1.886630651,-0.024088621,0,0,0,0
2872,33331.35602,11/07/2015 05:22:32,291.9511937,7,1,-0.324032277,3.854188919,2.007630992,0.479762828,7.732553346,1.887084906,-0.015314388,0,0,0,0
2873,33332.37161,11/07/2015 05:22:33,292.9667908,7,1,0.673472762,3.927685022,2.007805018,0.479768458,7.733236531,1.887106606,0.000679922,0,0,0,0
2874,33333.38725,11/07/2015 05:22:34,293.9824289,7,1,-1.027686,3.80659461,2.007813824,0.480037579,7.733271122,1.888131368,0.003788137,0,0,0,0
2875,33334.40285,11/07/2015 05:22:35,294.9980214,7,1,-1.432612062,3.776321888,2.007813824,0.480436456,7.733271122,1.889638433,-0.00187788,0,0,0,0
2876,33335.41826,11/07/2015 05:22:36,296.0134388,7,1,-1.027324796,3.804813862,2.007813824,0.480725401,7.733271122,1.890737462,-0.009713125,0,0,0,0
2877,33336.41851,11/07/2015 05:22:37,297.0136844,7,1,-0.258290499,3.860502481,2.007813824,0.480806632,7.733271122,1.89105042,-0.013047981,0,0,0,0
2878,33337.41852,11/07/2015 05:22:38,298.0136913,7,1,-0.997343659,3.8078897,2.007813824,0.481080495,7.733271122,1.892093504,6.47545E-05,0,0,0,0
2879,33338.43409,11/07/2015 05:22:39,299.0292698,7,1,-1.164949059,3.795424461,2.007813824,0.481408378,7.733271122,1.893338112,0.003658629,0,0,0,0
2880,33339.44972,11/07/2015 05:22:40,300.0448915,7,1,-1.164949059,3.79461503,2.007813824,0.481736999,7.733271122,1.894585244,-0.002039766,0,0,0,0
2881,33340.4653,11/07/2015 05:22:41,301.0604789,7,1,0.014790718,3.879605055,2.007813889,0.481804078,7.733271371,1.894844139,0.003982401,0,0,0,0
2882,33341.48095,11/07/2015 05:22:42,302.0761279,7,1,0.020208996,3.881709576,2.00781812,0.481804078,7.733287792,1.894844139,0.014699221,0,0,0,0
2883,33342.49657,11/07/2015 05:22:43,303.0917502,7,1,0.521760941,3.917809963,2.007830209,0.481804078,7.733334927,1.894844139,0.024412345,0,0,0,0
2884,33343.51219,11/07/2015 05:22:44,304.1073676,7,1,0.804956317,3.939988375,2.007985837,0.481804078,7.733945208,1.894844139,0.028945159,0,0,0,0
2885,33344.51219,11/07/2015 05:22:45,305.1073707,7,1,0.79989922,3.942092896,2.008209348,0.481804078,7.734826158,1.894844139,0.016188573,0,0,0,0
2886,33345.5277,11/07/2015 05:22:46,306.1228779,7,1,0.916753471,3.952291727,2.008438149,0.481804078,7.735728549,1.894844139,0.014375448,0,0,0,0
2887,33346.54344,11/07/2015 05:22:47,307.1386145,7,1,0.906097472,3.953424931,2.008696531,0.481804078,7.736749988,1.894844139,0.014245939,0,0,0,0
2888,33347.55901,11/07/2015 05:22:48,308.1541823,7,1,0.784908652,3.94662571,2.00894796,0.481804078,7.737743984,1.894844139,0.005471754,0,0,0,0
2889,33348.57463,11/07/2015 05:22:49,309.1698089,7,1,0.886230469,3.955043793,2.009173349,0.481804078,7.738633893,1.894844139,0.002719688,0,0,0,0
2890,33349.57466,11/07/2015 05:22:50,310.1698358,7,1,1.524142504,4.00134325,2.009444396,0.481804078,7.739708712,1.894844139,0.011655807,0,0,0,0
2891,33350.57476,11/07/2015 05:22:51,311.1699317,7,1,1.169967651,3.979488611,2.009853943,0.481804078,7.741346944,1.894844139,0.005245113,0,0,0,0
2892,33351.59024,11/07/2015 05:22:52,312.1854166,7,1,1.423001289,3.998590946,2.01019438,0.481804078,7.742702933,1.894844139,0.008871317,0,0,0,0
2893,33352.60557,11/07/2015 05:22:53,313.2007435,7,1,1.002542853,3.971070528,2.010575665,0.481804078,7.744226501,1.894844139,0.004791832,0,0,0,0
2894,33353.60591,11/07/2015 05:22:54,314.2010858,7,1,0.860583961,3.9620049,2.010847465,0.481804078,7.745305536,1.894844139,0.001262713,0,0,0,0
2895,33354.62148,11/07/2015 05:22:55,315.2166569,7,1,0.56185621,3.941769123,2.011074669,0.481804078,7.746205173,1.894844139,-0.012238597,0,0,0,0
2896,33355.63709,11/07/2015 05:22:57,316.2322649,7,1,0.470648527,3.935617447,2.01122806,0.481804078,7.74680965,1.894844139,-0.008838987,0,0,0,0
2897,33356.63712,11/07/2015 05:22:58,317.2322927,7,1,-0.33414641,3.87895751,2.011330835,0.48182147,7.747214128,1.894911613,-0.024088573,0,0,0,0
2898,33357.63713,11/07/2015 05:22:59,318.2323091,7,1,0.142120257,3.911334753,2.011338237,0.481894781,7.747243078,1.895195956,-0.01201191,0,0,0,0
2899,33358.65259,11/07/2015 05:23:00,319.2477698,7,1,0.531875074,3.939502716,2.011401129,0.481894781,7.747489924,1.895195956,-0.004565191,0,0,0,0
2900,33359.65268,11/07/2015 05:23:01,320.2478566,7,1,0.901401639,3.966537714,2.0115713,0.481894781,7.7481618,1.895195956,0.004953718,0,0,0,0
2901,33360.6683,11/07/2015 05:23:02,321.2634767,7,1,1.579589486,4.016074657,2.01186975,0.481894781,7.749350713,1.895195956,0.016059065,0,0,0,0
2902,33361.66837,11/07/2015 05:23:03,322.2635416,7,1,1.787109494,4.033396721,2.012322089,0.481894781,7.751169714,1.895195956,0.031017352,0,0,0,0
2903,33362.68394,11/07/2015 05:23:04,323.279118,7,1,0.597616851,3.951967955,2.012743654,0.481894781,7.752866924,1.895195956,0.008061886,0,0,0,0
2904,33363.69953,11/07/2015 05:23:05,324.29471,7,1,0.37998268,3.936264992,2.012896151,0.481894781,7.753469109,1.895195956,-0.000744677,0,0,0,0
2905,33364.69955,11/07/2015 05:23:06,325.2947219,7,1,0.161806673,3.920400143,2.012985598,0.481894781,7.753820985,1.895195956,-0.0093894,0,0,0,0
2906,33365.71515,11/07/2015 05:23:07,326.3103244,7,1,0.526637435,3.945978165,2.013059788,0.481894781,7.754112866,1.895195956,-0.014245987,0,0,0,0
2907,33366.73075,11/07/2015 05:23:08,327.3259233,7,1,0.480762661,3.943387985,2.013204549,0.481894781,7.754684031,1.895195956,-0.018260669,0,0,0,0
2908,33367.73076,11/07/2015 05:23:09,328.3259394,7,1,0.855888128,3.970584869,2.013369037,0.481894781,7.755334565,1.895195956,0.003788137,0,0,0,0
2909,33368.7464,11/07/2015 05:23:10,329.341577,7,1,0.384497911,3.938531399,2.013569574,0.481894781,7.756129786,1.895195956,0.000485659,0,0,0,0
2910,33369.762,11/07/2015 05:23:11,330.3571778,7,1,-1.92431E-05,3.911010981,2.013643016,0.481894783,7.756418999,1.895195962,-0.001845455,0,0,0,0
2911,33370.762,11/07/2015 05:23:12,331.3571797,7,1,-1.92431E-05,3.910363436,2.013643016,0.481894791,7.756418999,1.895195994,-0.007220077,0,0,0,0
2912,33371.77762,11/07/2015 05:23:13,332.3727958,7,1,-1.92431E-05,3.910039663,2.013643016,0.481894805,7.756418999,1.895196049,-0.006734419,0,0,0,0
2913,33372.79322,11/07/2015 05:23:14,333.3883948,7,1,-1.92431E-05,3.909554005,2.013643016,0.481894815,7.756418999,1.895196087,-0.012303305,0,0,0,0
2914,33373.79326,11/07/2015 05:23:15,334.3884394,7,1,-1.92431E-05,3.909715891,2.013643016,0.481894823,7.756418999,1.89519612,-0.005730724,0,0,0,0
2915,33374.80883,11/07/2015 05:23:16,335.4040089,7,1,-1.92431E-05,3.909554005,2.013643016,0.481894839,7.756418999,1.895196181,-0.000194263,0,0,0,0
2916,33375.82447,11/07/2015 05:23:17,336.419647,7,1,-1.92431E-05,3.909392118,2.013643016,0.481894847,7.756418999,1.895196215,-0.000129509,0,0,0,0
2917,33376.84006,11/07/2015 05:23:18,337.4352338,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894858,7.756418999,1.895196254,-0.000129509,0,0,0,0
2918,33377.84006,11/07/2015 05:23:19,338.4352353,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894866,7.756418999,1.895196287,-0.000129509,0,0,0,0
2919,33378.85571,11/07/2015 05:23:20,339.4508847,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894879,7.756418999,1.895196336,-6.47545E-05,0,0,0,0
2920,33379.87102,11/07/2015 05:23:21,340.4661929,7,1,-1.92431E-05,3.909068346,2.013643016,0.481894891,7.756418999,1.895196384,-3.23772E-05,0,0,0,0
2921,33380.8713,11/07/2015 05:23:22,341.4664749,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894899,7.756418999,1.895196418,-3.23772E-05,0,0,0,0
2922,33381.88691,11/07/2015 05:23:23,342.482088,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894906,7.756418999,1.895196446,0,0,0,0,0
2923,33382.88692,11/07/2015 05:23:24,343.4820991,7,1,-1.92431E-05,3.909068346,2.013643016,0.481894917,7.756418999,1.895196485,-3.23772E-05,0,0,0,0
2924,33383.90252,11/07/2015 05:23:25,344.497692,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894924,7.756418999,1.895196515,0,0,0,0,0
2925,33384.90253,11/07/2015 05:23:26,345.4977066,7,1,-1.92431E-05,3.909230232,2.013643016,0.481894933,7.756418999,1.895196548,0,0,0,0,0
2926,33385.91816,11/07/2015 05:23:27,346.5133349,7,1,-1.92431E-05,3.909392118,2.013643016,0.481894942,7.756418999,1.895196585,3.23772E-05,0,0,0,0
2927,33386.91817,11/07/2015 05:23:28,347.5133426,7,1,-0.33414641,3.885271072,2.013643016,0.481937705,7.756418999,1.895362758,-0.004824209,0,0,0,0
2928,33387.91817,11/07/2015 05:23:29,348.5133501,7,1,-1.063085437,3.832496405,2.013643016,0.482125424,7.756418999,1.896084989,-0.015379143,0,0,0,0
2929,33388.93373,11/07/2015 05:23:30,349.5289062,7,1,-1.671016216,3.786682606,2.013643016,0.482503141,7.756418999,1.897522942,-0.024509525,0,0,0,0
2930,33389.93375,11/07/2015 05:23:31,350.5289294,7,1,-2.025191069,3.758352518,2.013643016,0.483014182,7.756418999,1.899450585,-0.030143166,0,0,0,0
2931,33390.94933,11/07/2015 05:23:32,351.5445079,7,1,-2.460278749,3.724032879,2.013643016,0.483645921,7.756418999,1.901813334,-0.03234477,0,0,0,0
2932,33391.94933,11/07/2015 05:23:33,352.5445084,7,1,-2.823484182,3.694407701,2.013643016,0.484380865,7.756418999,1.904538579,-0.027876711,0,0,0,0
2933,33392.96496,11/07/2015 05:23:34,353.5601387,7,1,-2.784653187,3.693112612,2.013643016,0.485172276,7.756418999,1.907461752,-0.019102525,0,0,0,0
2934,33393.9806,11/07/2015 05:23:35,354.5757763,7,1,-3.077962637,3.668991804,2.013643016,0.486000497,7.756418999,1.910509872,-0.018228292,0,0,0,0
2935,33394.99592,11/07/2015 05:23:36,355.5910911,7,1,-1.691063881,3.764989853,2.013643016,0.486650871,7.756418999,1.912919843,0.001651239,0,0,0,0
2936,33395.99592,11/07/2015 05:23:37,356.5910917,7,1,-2.177083492,3.729698896,2.013643016,0.487193357,7.756418999,1.914951047,0.00152173,0,0,0,0
2937,33397.01184,11/07/2015 05:23:38,357.6070142,7,1,-2.101408243,3.733422279,2.013643016,0.487805694,7.756418999,1.917236024,0.007738161,0,0,0,0
2938,33398.01184,11/07/2015 05:23:39,358.6070185,7,1,-2.369071245,3.71286273,2.013643016,0.488430708,7.756418999,1.919562065,0.008515167,0,0,0,0
2939,33399.01185,11/07/2015 05:23:40,359.6070277,7,1,-3.148941994,3.654907703,2.013643016,0.489209082,7.756418999,1.922424355,-0.021951675,0,0,0,0
2940,33400.02741,11/07/2015 05:23:41,360.6225824,7,1,-1.625502706,3.760942698,2.013643016,0.489846181,7.756418999,1.924781264,0.006184006,0,0,0,0
2941,33401.02742,11/07/2015 05:23:42,361.6225949,7,1,-1.680949807,3.757219315,2.013643016,0.490306269,7.756418999,1.926510721,0.004694653,0,0,0,0
2942,33402.04309,11/07/2015 05:23:43,362.6382687,7,1,-1.31124258,3.783282995,2.013643016,0.490719586,7.756418999,1.928069237,0.013954544,0,0,0,0
2943,33403.0587,11/07/2015 05:23:44,363.6538741,7,1,-1.60003686,3.76256156,2.013643016,0.491137794,7.756418999,1.929646003,0.021174621,0,0,0,0
2944,33404.07425,11/07/2015 05:23:45,364.6694293,7,1,-1.761862755,3.750258446,2.013643016,0.4916176,7.756418999,1.931447594,-0.002007341,0,0,0,0
2945,33405.08958,11/07/2015 05:23:46,365.6847593,7,1,-1.984915137,3.733422279,2.013643016,0.492143776,7.756418999,1.933415463,-0.004759407,0,0,0,0
2946,33406.08986,11/07/2015 05:23:47,366.6850394,7,1,-0.794519424,3.817926645,2.013643016,0.492494382,7.756418999,1.934736166,0.007025862,0,0,0,0
2947,33407.08993,11/07/2015 05:23:48,367.6851037,7,1,-1.078617811,3.798662186,2.013643016,0.492765001,7.756418999,1.93576573,0.007122993,0,0,0,0
2948,33408.10546,11/07/2015 05:23:49,368.7006397,7,1,-0.430230528,3.845447063,2.013643016,0.492949674,7.756418999,1.936470919,0.018908214,0,0,0,0
2949,33409.12109,11/07/2015 05:23:50,369.7162677,7,1,-0.050589841,3.87426281,2.013643016,0.493002705,7.756418999,1.936675129,0.028038597,0,0,0,0
2950,33410.12117,11/07/2015 05:23:51,370.7163414,7,1,-0.901440144,3.814688921,2.013643016,0.493173665,7.756418999,1.937327678,-0.000485659,0,0,0,0
2951,33411.12117,11/07/2015 05:23:52,371.71635,7,1,-1.893165708,3.74281168,2.013643016,0.493607006,7.756418999,1.938956044,-0.011170101,0,0,0,0
2952,33412.13674,11/07/2015 05:23:53,372.7319138,7,1,-1.483543873,3.770008326,2.013643016,0.494061055,7.756418999,1.940663381,-0.014958238,0,0,0,0
2953,33413.15233,11/07/2015 05:23:54,373.7475078,7,1,-0.657978833,3.828934908,2.013643016,0.494323703,7.756418999,1.941660884,-0.008838939,0,0,0,0
2954,33414.16796,11/07/2015 05:23:55,374.7631309,7,1,-0.658159435,3.829906225,2.013643016,0.494509334,7.756418999,1.942371766,0.002946329,0,0,0,0
2955,33415.16798,11/07/2015 05:23:56,375.7631583,7,1,-0.658159435,3.83055377,2.013643016,0.494692095,7.756418999,1.943071798,0.0172894,0,0,0,0
2956,33416.18352,11/07/2015 05:23:57,376.7786913,7,1,-0.657798231,3.831039429,2.013643016,0.4948777,7.756418999,1.943782812,0.012109089,0,0,0,0
2957,33417.18371,11/07/2015 05:23:58,377.7788879,7,1,-0.657978833,3.831363201,2.013643016,0.495060514,7.756418999,1.944483206,0.000615168,0,0,0,0
2958,33418.18372,11/07/2015 05:23:59,378.7789,7,1,-0.77989012,3.822945118,2.013643016,0.49526895,7.756418999,1.94528041,-0.00129509,0,0,0,0
2959,33419.19924,11/07/2015 05:24:00,379.7944166,7,1,-1.149236083,3.796233892,2.013643016,0.495565136,7.756418999,1.946406464,-0.006799221,0,0,0,0
2960,33420.21483,11/07/2015 05:24:01,380.8100049,7,1,-0.794700086,3.82116437,2.013643016,0.495813145,7.756418999,1.947352187,-0.001910257,0,0,0,0
2961,33421.23043,11/07/2015 05:24:02,381.8256037,7,1,-0.481162369,3.843990088,2.013643016,0.495971309,7.756418999,1.94795884,0.002525377,0,0,0,0
2962,33422.23045,11/07/2015 05:24:03,382.8256298,7,1,0.050190136,3.883166552,2.013653725,0.496000328,7.756460577,1.948070427,0.012109041,0,0,0,0
2963,33423.24572,11/07/2015 05:24:04,383.8408967,7,1,0.521580338,3.918619394,2.013769997,0.496000328,7.756915939,1.948070427,0.024412345,0,0,0,0
2964,33424.26169,11/07/2015 05:24:05,384.8568673,7,1,0.607550383,3.927037477,2.013939171,0.496000328,7.757579923,1.948070427,0.021206999,0,0,0,0
